INCOMESTATEMENTID,ORGANCODE,COMTYPECODE,TICKER,YEARREPORT,LENGTHREPORT,LENGTHSERIES,STARTDATE,ENDDATE,SOURCENAME,NOTE,PUBLICDATE,ISAUDIT,STATUS,CREATEDATE,UPDATEDATE,ISA1,ISS115,ISS116,ISS117,ISS118,ISS119,ISS120,ISS121,ISS122,ISS42,ISS44,ISS45,ISS46,ISS48,ISS47,ISS43,ISS49,ISS123,ISS50,ISA2,ISA3,ISS124,ISS125,ISS126,ISS127,ISS128,ISS129,ISS130,ISS168,ISS131,ISS132,ISS133,ISS134,ISS135,ISS136,ISS137,ISS138,ISS139,ISS140,ISA4,ISA5,ISS142,ISS143,ISS144,ISS145,ISS141,ISS147,ISS148,ISS149,ISS150,ISS151,ISS146,ISA102,ISS152,ISA10,ISA11,ISA12,ISA13,ISA14,ISA15,ISA16,ISS153,ISS154,ISA19,ISA17,ISA18,ISA20,ISA22,ISS155,ISA21,ISS174,ISS156,ISS157,ISS158,ISS159,ISS160,ISS161,ISS162,ISS163,ISS164,ISS165,ISS166,ISS167,ISA23,ISA24,W_DATASOURCE_NUM_ID,W_INSERT_DT,W_INTEGRATION_ID,W_BATCH_ID
2623933,OCSC,CK,OCSC,2018,1,3.0,2018-01-01,2018-03-31,OTC - BCTC Q1/2018,,2018-05-03,False,1.0,2018-05-03 17:07:28.423,2020-03-19 14:25:02.063,57652594106.0,36125164210.0,3208413720.0,32916655890.0,94600.0,3411196126.0,9542559832.0,0.0,0.0,7553201569.0,0.0,0.0,0.0,0.0,510909091.0,0.0,0.0,509563278.0,0.0,0.0,57652594106.0,-642536530.0,-638715590.0,-3820940.0,0.0,0.0,0.0,0.0,-427680000.0,0.0,-206289397.0,-8768059942.0,0.0,0.0,0.0,-531617810.0,-161210436.0,0.0,0.0,-10737394115.0,46915199991.0,0.0,98318488.0,0.0,0.0,98318488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3763169111.0,43250349368.0,2700000.0,0.0,2700000.0,0.0,43253049368.0,10340214418.0,32912834950.0,-8650609873.0,-2068042883.0,-6582566990.0,34602439495.0,34602439495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34602439495.0,34602439495.0,0.0,0.0,0.0,0.0,2,2020-04-15 04:32:14.340,,
1903870,OCSC,CK,OCSC,2017,1,3.0,2017-01-01,2017-03-31,OTC - BCTC Q1/2017,,2017-07-18,False,1.0,2017-05-25 10:00:00.000,2017-07-18 18:28:10.200,12549260911.0,301700.0,0.0,0.0,301700.0,1120755052.0,6049932033.0,0.0,0.0,4903891073.0,0.0,0.0,0.0,0.0,436199235.0,0.0,0.0,38181818.0,0.0,0.0,12549260911.0,-176573200.0,-176573200.0,0.0,0.0,0.0,0.0,0.0,-783251437.0,0.0,-57141501.0,-6494650358.0,0.0,0.0,0.0,-481578894.0,-194184982.0,0.0,0.0,-8187380372.0,4361880539.0,0.0,77192285.0,0.0,0.0,77192285.0,0.0,-16229904.0,0.0,0.0,0.0,-16229904.0,0.0,0.0,-2973528069.0,1449314851.0,127600002.0,-6357250.0,121242752.0,0.0,1570557603.0,1570557603.0,0.0,-314111520.0,-314111520.0,0.0,1256446083.0,1256446083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256446083.0,1256446083.0,0.0,0.0,0.0,0.0,2,2020-02-11 07:29:34.220,,
1944768,OCSC,CK,OCSC,2017,2,6.0,2017-04-01,2017-06-30,OTC - BCTC Q2/2017,,2017-08-23,True,1.0,2017-07-19 10:36:36.303,2017-08-23 14:18:33.640,21322418731.0,5919134219.0,0.0,5918093469.0,1040750.0,836708339.0,7107145302.0,0.0,0.0,6777709565.0,0.0,0.0,0.0,0.0,470119984.0,0.0,0.0,211601322.0,0.0,0.0,21322418731.0,-353586212.0,-319450000.0,-34136212.0,0.0,0.0,0.0,0.0,-8564337593.0,0.0,-91013819.0,-7908529342.0,0.0,0.0,0.0,-478990382.0,-437446700.0,-22232982.0,0.0,-17856137030.0,3466281701.0,0.0,82896997.0,0.0,0.0,82896997.0,0.0,-47730104.0,0.0,0.0,0.0,-47730104.0,0.0,0.0,-2785019254.0,716429340.0,0.0,0.0,0.0,0.0,716429340.0,-5167527917.0,5883957257.0,314111520.0,314111520.0,0.0,1030540860.0,1030540860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030540860.0,1030540860.0,0.0,0.0,38.0,0.0,2,2020-02-11 07:45:17.837,,
2119293,OCSC,CK,OCSC,2017,3,9.0,2017-07-01,2017-09-30,OTC - BCTC Q3/2017,,2017-11-07,False,1.0,2017-11-07 10:45:21.690,2017-11-07 10:45:21.667,43524388519.0,27692504540.0,866864170.0,26819822648.0,5817722.0,666122089.0,7579033840.0,0.0,0.0,6899998431.0,0.0,0.0,0.0,0.0,503093255.0,0.0,0.0,183636364.0,0.0,0.0,43524388519.0,317021941.0,282885729.0,34136212.0,0.0,0.0,0.0,0.0,-282885729.0,0.0,-117942001.0,-8022583985.0,0.0,0.0,0.0,-499135174.0,-192566494.0,22232982.0,0.0,-8775858460.0,34748530059.0,0.0,87997360.0,0.0,0.0,87997360.0,0.0,-6333333.0,0.0,0.0,0.0,-6333333.0,0.0,0.0,-4147882837.0,30682311249.0,0.0,0.0,0.0,0.0,30682311249.0,3828352389.0,26853958860.0,0.0,0.0,0.0,30682311249.0,30682311249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30682311249.0,30682311249.0,0.0,0.0,-38.0,0.0,2,2020-02-11 07:48:20.160,,
2492220,OCSC,CK,OCSC,2017,4,12.0,2017-10-01,2017-12-31,OTC - BCTC KT/2017,,2018-03-20,True,1.0,2018-02-06 11:54:17.900,2018-03-20 13:53:05.017,-11010382413.0,-26554196269.0,6173757781.0,-32729189197.0,1235147.0,988178660.0,7079989607.0,0.0,0.0,6846369460.0,0.0,0.0,0.0,0.0,485295268.0,0.0,0.0,138288630.0,5692231.0,0.0,-11010382413.0,-11656721072.0,-1923995129.0,-9732725943.0,0.0,0.0,0.0,0.0,284313463481.0,0.0,-188513450.0,-9610278464.0,0.0,0.0,0.0,-499212492.0,-302889232.0,0.0,0.0,262055848771.0,251045466358.0,0.0,634927459.0,0.0,0.0,634927459.0,0.0,-12406393.0,0.0,0.0,0.0,-12406393.0,0.0,0.0,-6684292058.0,244983695366.0,300000.0,-15000.0,285000.0,0.0,244983980366.0,287445895506.0,-42461915140.0,-255683727.0,-2200483532.0,1944799805.0,244728296639.0,244728296639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244728296639.0,244728296639.0,0.0,0.0,4628.0,0.0,2,2020-02-11 07:42:12.163,,
1877971,MHBS,CK,MHBS,2012,4,,2012-10-01,2012-12-31,WEB- BCTC KT2012,,2013-04-05,True,1.0,2015-08-12 00:00:00.000,2015-08-12 00:19:40.000,19327777198.0,,,,,,,,,3627637981.0,0.0,0.0,188760000.0,0.0,0.0,-2704890542.0,0.0,,18216269759.0,0.0,19327777198.0,,,,,,,,,,,,,,,,,,,-25686077439.0,-6358300241.0,,,,,,,,,,,,,,-18547946402.0,-24906246643.0,681766972.0,-2649296751.0,-1967529779.0,0.0,-26873776422.0,,,,-3132398.0,0.0,-26876908820.0,-26876908820.0,,0.0,,,,,,,,,,,,,,0.0,,2,2022-09-16 09:50:43.420,,TOOLS_MIGRATION_20221609
1877878,RUBSE,CK,RUBSE,2012,4,,2012-10-01,2012-12-31,WEB - BCTC Q4/2012,,2013-01-31,False,1.0,2015-08-12 00:00:00.000,2015-08-12 00:27:10.000,-1147257281.0,,,,,,,,,-74124568.0,0.0,0.0,-100000000.0,0.0,0.0,-132700.0,0.0,,-973000013.0,0.0,-1147257281.0,,,,,,,,,,,,,,,,,,,-4759055051.0,-5906312332.0,,,,,,,,,,,,,,78837464.0,-5827474868.0,40454545.0,-75686172.0,-35231627.0,0.0,-5862706495.0,,,,0.0,0.0,-5862706495.0,-5862706495.0,,0.0,,,,,,,,,,,,,,0.0,,2,2022-09-16 09:50:42.350,,TOOLS_MIGRATION_20221609
1877996,SASC,CK,SASC,2012,4,,2012-10-01,2012-12-31,WEB - BCTC KT2012,,2013-04-12,True,1.0,2015-08-12 00:00:00.000,2015-08-12 00:27:31.000,124413245704.0,,,,,,,,,3088820217.0,0.0,0.0,175093109.0,0.0,237114977.0,3114874968.0,0.0,,117797342433.0,0.0,124413245704.0,,,,,,,,,,,,,,,,,,,-119972922786.0,4440322918.0,,,,,,,,,,,,,,-12350202494.0,-7909879576.0,1197557567.0,-397128170.0,800429397.0,0.0,-7109450179.0,,,,0.0,0.0,-7109450179.0,-7109450179.0,,0.0,,,,,,,,,,,,,,13.0,,2,2022-09-16 09:50:43.420,,TOOLS_MIGRATION_20221609
2807347,BMSC,CK,BMS,2018,3,9.0,2018-07-01,2018-09-30,UPCOM - BCTC Q3 2018,,2018-10-15,False,1.0,2018-10-15 16:00:38.730,2020-03-19 14:25:02.063,62742785303.0,57624492794.0,26099000000.0,30705735844.0,819756950.0,0.0,2299062.0,0.0,0.0,3436469768.0,0.0,0.0,0.0,0.0,299523738.0,0.0,0.0,50000000.0,1329999941.0,0.0,62742785303.0,-10476880219.0,0.0,-10476880219.0,0.0,0.0,0.0,0.0,0.0,0.0,-24813611282.0,-2703824948.0,0.0,0.0,0.0,-430110456.0,0.0,0.0,0.0,-38424426905.0,24318358398.0,0.0,79742378.0,0.0,416666667.0,496409045.0,0.0,-5310509757.0,0.0,0.0,0.0,-5310509757.0,0.0,0.0,-4758154736.0,14746102950.0,3278922694.0,0.0,3278922694.0,0.0,18025025644.0,-2203829981.0,20228855625.0,-4045771125.0,0.0,-4045771125.0,13979254519.0,9838078319.0,4141176200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13979254519.0,13979254519.0,0.0,0.0,-303.0,0.0,2,2020-04-15 04:38:33.393,,
2911037,BMSC,CK,BMS,2018,4,12.0,2018-10-01,2018-12-31,OTC - BCTC Q4 2018,,2019-08-29,True,1.0,2019-01-24 10:43:07.883,2020-03-19 14:25:02.063,56877569719.0,51615206133.0,24722302464.0,26586330291.0,306573378.0,0.0,105572088.0,0.0,0.0,2108500862.0,0.0,0.0,0.0,0.0,279300405.0,0.0,0.0,218522107.0,2550468124.0,0.0,56877569719.0,-37622084105.0,-9112733332.0,-28509350773.0,0.0,0.0,0.0,0.0,0.0,0.0,-21767678490.0,-1660348480.0,0.0,0.0,0.0,-440960788.0,0.0,0.0,0.0,-61491071863.0,-4613502144.0,0.0,102982745.0,0.0,-416666667.0,-313683922.0,0.0,-2626678734.0,0.0,0.0,0.0,-2626678734.0,0.0,0.0,-5219487957.0,-12773352757.0,18994838814.0,-396334.0,18994442480.0,0.0,6221089723.0,8144110205.0,-1923020482.0,-2916781255.0,-3301385351.0,384604096.0,3304308468.0,7445484668.0,-4141176200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3304308468.0,3304308468.0,0.0,0.0,651.0,0.0,2,2020-04-15 04:36:16.250,,
3588360,BMSC,CK,BMS,2020,1,3.0,2020-01-01,2020-03-31,,,2020-04-19,False,1.0,2020-04-19 22:59:42.507,2020-08-31 11:49:35.163,59872485869.0,57163183249.0,56595881349.0,0.0,567301900.0,679452055.0,752105905.0,0.0,0.0,471230191.0,0.0,0.0,0.0,0.0,227347058.0,0.0,0.0,205000000.0,374167411.0,0.0,59872485869.0,-98337720439.0,-5260585254.0,-93077135185.0,0.0,0.0,0.0,0.0,0.0,0.0,-549185895.0,-801019164.0,0.0,0.0,0.0,-171704574.0,-507204640.0,0.0,0.0,-100366834712.0,-40494348843.0,0.0,78828681.0,0.0,0.0,78828681.0,0.0,-2870271145.0,0.0,0.0,0.0,-2870271145.0,0.0,0.0,-3021076796.0,-46306868103.0,22677667.0,-790458676.0,-767781009.0,0.0,-47074649112.0,46002486073.0,-93077135185.0,9380298467.0,-9245128570.0,18625427037.0,-37694350645.0,-37694350645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37694350645.0,-37694350645.0,0.0,0.0,0.0,0.0,2,2020-09-01 15:59:10.327,,
3699783,BMSC,CK,BMS,2020,2,6.0,2020-04-01,2020-06-30,UPCOM - BCTC Q2 2020,,2020-08-27,True,1.0,2020-07-15 09:34:16.250,2020-08-31 11:49:35.163,106501412750.0,103086727869.0,37493162353.0,65592859347.0,706169.0,83561625.0,650725618.0,0.0,0.0,2041357823.0,0.0,0.0,0.0,0.0,251212542.0,0.0,0.0,580818181.0,-192990908.0,0.0,106501412750.0,-10347690400.0,-10347690400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80021822298.0,-1248149213.0,0.0,0.0,0.0,-276450709.0,-464204295.0,0.0,0.0,-92358316915.0,14143095835.0,0.0,73108190.0,0.0,0.0,73108190.0,0.0,-2380165873.0,0.0,0.0,0.0,-2380165873.0,0.0,0.0,-3066723067.0,8769315085.0,678997682.0,-30000000.0,648997682.0,0.0,9418312767.0,-56174546580.0,65592859347.0,-7540790233.0,5587781636.0,-13128571869.0,1877522534.0,1877522534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877522534.0,1877522534.0,0.0,0.0,-716.0,0.0,2,2020-09-01 16:04:11.937,,
3852691,BMSC,CK,BMS,2020,3,9.0,2020-07-01,2020-09-30,,,2020-10-22,False,1.0,2020-10-22 11:03:09.137,2020-10-22 11:03:09.063,61515217260.0,54735395695.0,30736786105.0,23896353990.0,102255600.0,109589041.0,537209275.0,0.0,0.0,1587256080.0,0.0,0.0,0.0,0.0,204267169.0,0.0,0.0,4094959092.0,246540908.0,0.0,61515217260.0,-74280513130.0,-15737373700.0,-58543139430.0,0.0,0.0,0.0,0.0,0.0,0.0,-8188100631.0,-957011241.0,0.0,0.0,0.0,-262947881.0,-2924006279.0,0.0,0.0,-86612579162.0,-25097361902.0,0.0,53561468.0,0.0,0.0,53561468.0,0.0,-4046395273.0,0.0,0.0,0.0,-4046395273.0,0.0,0.0,-3178948522.0,-32269144229.0,1703924.0,0.0,1703924.0,0.0,-32267440305.0,2379345135.0,-34646785440.0,6473743181.0,-455613907.0,6929357088.0,-25793697124.0,-25793697124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25793697124.0,-25793697124.0,0.0,0.0,716.0,0.0,2,2020-10-24 15:33:44.987,,
3974741,BMSC,CK,BMS,2020,4,12.0,2020-10-01,2020-12-31,,,2021-04-06,True,1.0,2021-01-15 17:39:56.363,2021-04-06 13:48:29.213,206968629189.0,195659762432.0,71877648210.0,123781306585.0,807637.0,0.0,207725670.0,0.0,0.0,1204459750.0,0.0,0.0,0.0,0.0,221494673.0,0.0,0.0,9546716664.0,128470000.0,0.0,206968629189.0,-22074467167.0,-3990580193.0,-18083886974.0,0.0,0.0,0.0,0.0,0.0,0.0,-39424855630.0,-1328122287.0,0.0,0.0,0.0,-261502385.0,-697862891.0,-2205230416.0,0.0,-65992040776.0,140976588413.0,0.0,50444944.0,0.0,0.0,50444944.0,0.0,-4039447045.0,0.0,0.0,0.0,-4039447045.0,0.0,0.0,-4223114130.0,132764472182.0,3011277.0,-101967446.0,-98956169.0,0.0,132665516013.0,26968096402.0,105697419611.0,-24622737587.0,-3483253664.0,-21139483923.0,108042778426.0,108042778426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108042778426.0,108042778426.0,0.0,0.0,873.0,0.0,2,2021-04-08 15:28:40.573,,
1878519,VFSC,CK,VFSC,2014,1,0.0,2014-01-01,2014-03-31,OTC - BCTCQ1/2014,,2014-04-21,False,1.0,2015-08-12 00:00:00.000,2020-08-31 11:49:35.163,6974911019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344277764.0,0.0,0.0,0.0,0.0,0.0,3023427037.0,0.0,0.0,2607206218.0,0.0,6974911019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1137536648.0,5837374371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2871636793.0,2965737578.0,0.0,0.0,0.0,0.0,2965737578.0,0.0,0.0,0.0,0.0,0.0,2965737578.0,2965737578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020-12-03 10:06:05.127,,
1878560,VFSC,CK,VFSC,2014,2,0.0,2014-04-01,2014-06-30,OTC - BCTC KT Q2/2014,,2014-08-05,True,1.0,2015-08-12 00:00:00.000,2020-08-31 11:49:35.163,-2104519875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221653026.0,0.0,0.0,0.0,0.0,0.0,-2236641227.0,0.0,0.0,353774378.0,0.0,-2104519875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2078710163.0,-4183230038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-372179973.0,-4555410011.0,0.0,0.0,0.0,0.0,-4555410011.0,0.0,0.0,0.0,0.0,0.0,-4555410011.0,-4555410011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020-12-03 10:06:25.103,,
1878682,VFSC,CK,VFSC,2014,3,0.0,2014-07-01,2014-09-30,OTC - BCTC Q3/2014,,2014-10-21,False,1.0,2015-08-12 00:00:00.000,2020-08-31 11:49:35.163,3915163354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187133999.0,0.0,0.0,0.0,0.0,0.0,4260818337.0,0.0,0.0,-532788982.0,0.0,3915163354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970870350.0,5886033704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-216740216.0,5669293488.0,0.0,0.0,0.0,0.0,5669293488.0,0.0,0.0,0.0,0.0,0.0,5669293488.0,5669293488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020-12-03 10:06:48.460,,
1878840,VFSC,CK,VFSC,2014,4,0.0,2014-10-01,2014-12-31,OTC - BCTC KT/2014,,2015-03-23,True,1.0,2015-08-12 00:00:00.000,2020-08-31 11:49:35.163,17759560208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3677890594.0,0.0,0.0,20000000.0,0.0,0.0,5242812247.0,0.0,0.0,8818857367.0,0.0,17759560208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6895940945.0,10863619263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9211801896.0,1651817367.0,0.0,0.0,0.0,0.0,1651817367.0,0.0,0.0,0.0,0.0,0.0,1651817367.0,1651817367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020-12-03 09:21:40.077,,
3659530,VFSC,CK,VFSC,2020,1,3.0,2020-01-01,2020-03-31,,,2020-05-28,False,1.0,2020-05-28 15:07:21.110,2020-08-31 11:49:35.163,8341667882.0,504432191.0,482404091.0,0.0,22028100.0,0.0,4405560752.0,0.0,0.0,1926708693.0,0.0,0.0,826914513.0,0.0,349012585.0,0.0,0.0,318181818.0,10857330.0,0.0,8341667882.0,-629508933.0,-621276956.0,0.0,-8231977.0,0.0,0.0,0.0,0.0,0.0,-129357401.0,-1432891796.0,0.0,0.0,0.0,-426388139.0,-176139214.0,0.0,0.0,-2794285483.0,5547382399.0,0.0,334981877.0,0.0,0.0,334981877.0,0.0,-2503424658.0,0.0,0.0,0.0,-2503424658.0,0.0,0.0,-3288361925.0,90577693.0,0.0,0.0,0.0,0.0,90577693.0,90577693.0,0.0,-12656246.0,-12656246.0,0.0,77921447.0,77921447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77921447.0,77921447.0,0.0,0.0,2.0,2.0,2,2020-09-01 15:59:10.327,,
3136680,BMSC,CK,BMS,2019,1,3.0,2019-01-01,2019-03-31,UPCOM - BCTC Q1 2019,,2019-04-19,False,1.0,2019-04-19 16:24:14.367,2020-08-31 11:49:35.163,75855886075.0,73998708147.0,20503543782.0,52969771564.0,525392801.0,0.0,323192708.0,0.0,0.0,710276366.0,0.0,0.0,0.0,0.0,542779498.0,0.0,0.0,179090909.0,101838447.0,0.0,75855886075.0,-53622826.0,-53622826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18730645577.0,-565126489.0,0.0,0.0,0.0,-278197646.0,-266036648.0,0.0,0.0,-19893629186.0,55962256889.0,0.0,50109040.0,0.0,0.0,50109040.0,0.0,-2245043488.0,0.0,0.0,0.0,-2245043488.0,0.0,0.0,-3180312276.0,50587010165.0,10384823878.0,0.0,10384823878.0,0.0,60971834043.0,8002062479.0,52969771564.0,-12194279993.0,-1600331196.0,-10593948797.0,48777554050.0,48777554050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48777554050.0,48777554050.0,0.0,0.0,0.0,0.0,2,2020-09-01 15:58:43.327,,
3248333,BMSC,CK,BMS,2019,2,6.0,2019-04-01,2019-06-30,UPCOM - BCTC Q2 2019,,2019-08-29,True,1.0,2019-07-12 10:05:05.540,2020-08-31 11:49:35.163,57696419151.0,50512364661.0,42158653580.0,8052747170.0,300963911.0,524986301.0,76188271.0,0.0,0.0,5501983836.0,0.0,0.0,0.0,0.0,307281680.0,0.0,0.0,751818182.0,21796220.0,0.0,57696419151.0,-14971113040.0,0.0,-14971113040.0,0.0,0.0,0.0,0.0,0.0,0.0,-17546603084.0,-2313019900.0,0.0,0.0,0.0,-220726532.0,-327791007.0,0.0,0.0,-35379253563.0,22317165588.0,0.0,242532999.0,0.0,0.0,242532999.0,0.0,-3566061376.0,0.0,0.0,0.0,-3566061376.0,0.0,0.0,-3040807801.0,15952829410.0,15183224686.0,-1048000.0,15182176686.0,0.0,31135006096.0,38053371966.0,-6918365870.0,-6069903530.0,-7453571188.0,1383667658.0,25065102566.0,25065102566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25065102566.0,25065102566.0,0.0,0.0,1433.0,0.0,2,2020-09-01 16:03:42.573,,
3373072,BMSC,CK,BMS,2019,3,3.0,2019-07-01,2019-09-30,,,2019-10-21,False,1.0,2019-10-21 11:55:33.140,2020-08-31 11:49:35.163,-115765323153.0,-112930844308.0,-51083187362.0,-61022518734.0,-825138212.0,795424657.0,-216531353.0,0.0,0.0,-2249899332.0,0.0,0.0,0.0,0.0,-621161945.0,0.0,0.0,-424545455.0,-117765417.0,0.0,-115765323153.0,-45112623815.0,-104748377.0,-45007875438.0,0.0,0.0,0.0,0.0,0.0,0.0,35852827420.0,1140768635.0,0.0,0.0,0.0,498924178.0,593827655.0,-774734124.0,0.0,-7801010051.0,-123566333204.0,0.0,-292642039.0,0.0,0.0,-292642039.0,0.0,2175311419.0,0.0,0.0,0.0,2175311419.0,0.0,0.0,2804561610.0,-118879102214.0,-24455676326.0,-349567000.0,-24805243326.0,0.0,-143684345540.0,-37653951368.0,-106030394172.0,28429805304.0,7223726469.0,21206078835.0,-115254540236.0,-115254540236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115254540236.0,-115254540236.0,0.0,0.0,-1433.0,0.0,2,2020-09-01 16:00:27.833,,
3476656,BMSC,CK,BMS,2019,4,12.0,2019-10-01,2019-12-31,OTC - BCTC Q3 2019,,2020-04-15,True,1.0,2020-01-31 09:44:35.647,2020-08-31 11:49:35.163,233412433604.0,179806143351.0,81406808753.0,95545556469.0,2853778129.0,-1320410958.0,929693910.0,0.0,0.0,7054852899.0,24500000000.0,0.0,0.0,0.0,1159342210.0,0.0,0.0,21092329091.0,190483101.0,0.0,233412433604.0,-70788957838.0,-38095412873.0,-32693544965.0,0.0,0.0,0.0,0.0,0.0,0.0,-34853627408.0,-4478809670.0,0.0,0.0,0.0,-1219440005.0,-15844971295.0,-1132284128.0,0.0,-128318090344.0,105094343260.0,0.0,564356351.0,0.0,0.0,564356351.0,0.0,-9374480086.0,0.0,0.0,0.0,-9374480086.0,0.0,0.0,-10107680662.0,86176538863.0,32043056288.0,-2712025.0,32040344263.0,0.0,118216883126.0,58237865916.0,59979017210.0,-23458446594.0,-10888044293.0,-12570402301.0,94758436532.0,94758436532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94758436532.0,94758436532.0,0.0,0.0,1035.0,0.0,2,2020-09-01 16:02:49.213,,
3136684,VFSC,CK,VFSC,2019,1,3.0,2019-01-01,2019-03-31,,,2019-04-19,False,1.0,2019-04-19 16:32:47.560,2020-08-31 11:49:35.163,7822410954.0,322944784.0,217861484.0,0.0,105083300.0,0.0,2258133948.0,0.0,0.0,3753069390.0,60000000.0,0.0,763096287.0,0.0,107832000.0,0.0,0.0,545454545.0,11880000.0,0.0,7822410954.0,-191650426.0,-184342731.0,0.0,-7307695.0,0.0,0.0,0.0,0.0,0.0,-163659877.0,-917915740.0,0.0,0.0,0.0,-418544615.0,-434671146.0,0.0,0.0,-2126441804.0,5695969150.0,0.0,339426177.0,0.0,0.0,339426177.0,0.0,-2503424658.0,0.0,0.0,0.0,-2503424658.0,0.0,0.0,-3198263849.0,333706820.0,0.0,-77082412.0,-77082412.0,0.0,256624408.0,256624408.0,0.0,-2198242008.0,-2198242008.0,0.0,-1941617600.0,-1941617600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1941617600.0,-1941617600.0,0.0,0.0,13.0,0.0,2,2020-09-01 15:58:43.327,,
3258517,VFSC,CK,VFSC,2019,2,6.0,2019-04-01,2019-06-30,,,2019-09-19,True,1.0,2019-07-18 10:32:56.160,2020-08-31 11:49:35.163,11607048034.0,2814618958.0,229449119.0,2455500939.0,129668900.0,0.0,5742793524.0,0.0,0.0,1998475362.0,-60000000.0,100000000.0,689185016.0,0.0,195811074.0,0.0,0.0,111500000.0,14664100.0,0.0,11607048034.0,-3848112289.0,-204464574.0,-3641765192.0,-1882523.0,0.0,0.0,0.0,-49853287.0,0.0,-165700042.0,-759378059.0,0.0,0.0,0.0,-414742954.0,-167695385.0,0.0,0.0,-5405482016.0,6201566018.0,0.0,2888121004.0,0.0,0.0,2888121004.0,0.0,-2503424658.0,0.0,0.0,0.0,-2503424658.0,0.0,0.0,-3327157999.0,3259104365.0,0.0,0.0,0.0,0.0,3259104365.0,4445372418.0,-1186268053.0,-874079640.0,-874079640.0,0.0,2385024725.0,2385024725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385024725.0,2385024725.0,0.0,0.0,222.0,0.0,2,2020-09-01 16:03:42.573,,
